id,ip_ttl,ip_totlen,t_mss,t_wsize,t_wscale,ip_flags_df,ip_dsfield,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,emb21,emb22,emb23,emb24,emb25,emb26,emb27,emb28,emb29,emb30,emb31,emb32,emb33,emb34,emb35,emb36,emb37,emb38,emb39,emb40,emb41,emb42,emb43,emb44,emb45,emb46,emb47,emb48,emb49,os
29,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
30,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
31,48.0,60.0,1460.0,64240.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Windows NT 10.0
32,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
33,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
34,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
35,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
36,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
37,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
38,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
39,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
40,47.0,60.0,1460.0,64240.0,7.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Windows NT 6.1
41,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
42,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
43,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
44,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
45,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
46,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
47,45.0,60.0,1460.0,62727.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mac OS X 10_11_5
48,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
49,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
50,52.0,60.0,1400.0,64240.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
51,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
52,45.0,60.0,1460.0,29200.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
53,51.0,60.0,1400.0,64240.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248935,1.8394,0.676676,0.0915782,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,0.0,0.0,0.0,0.676676,0.0,1.8394,0.248935,0.0,0.0,0.0,1.8394,0.0,0.0,0.676676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux x86_64
